RID,SID,text,polarity,category
1290,1290:2,3 gidip 2 kisilik getirin derseniz yiyecekler bu sekilde geliyor ama kisi basina 70tl yaziyorlar cok sacma olmus,neutral,FOOD#STYLE_OPTIONS
1291,1291:0,5 çayının ideal adresi karaköy'de dem.,positive,FOOD#QUALITY
1291,1291:1,50'den fazla çay çeşidi ile damak zevkinizi bi yerde yakalayacağı kesin!,positive,DRINKS#STYLE_OPTIONS
1291,1291:2,"Benim tavsiyem vanilya aromalı bourban vanilla, tatlı ihtiyacınız içinse damla sakızlı mastika keki.",positive,DRINKS#QUALITY
1291,1291:3,"Hizmet, ilgi alaka herşey şahane!",positive,RESTAURANT#GENERAL
1291,NULL,NULL,positive,SERVICE#GENERAL
1292,1292:0,iyi ki gittim de yedim dediğim bir şey yok.,negative,AMBIENCE#GENERAL
1292,1292:1,hatta aynı şeyleri yediğim diğer güllüoğlu şubeleri bence daha taze ve lezzetliydi.,negative,FOOD#QUALITY
1292,1292:2,oturma yeri de çok yok.,negative,RESTAURANT#GENERAL
1292,1292:3,bu kadar meşhur olması bana garip geldi açıkçası.,NULL,NULL
1293,1293:0,Manzara severlere...,negative,FOOD#PRICES
1293,1293:1,"- O manzaraya bu yemekler, bu servis olmamis :",positive,AMBIENCE#GENERAL
1293,1293:2,"(( Üstelik fiyatlarda, yemeklerine nazaran uygun degil.",negative,FOOD#QUALITY
1293,1293:3,Yemekleri için giderseniz memnuniyetsiz ayrilabilirsiniz; ama manzara seviyorsaniz kesin gidilmeli.,negative,SERVICE#GENERAL
1293,1293:4,"Hele de Istanbul hayraniysaniz, iste o zaman hiç tereddüt etmeyin...",NULL,NULL
1294,1294:0,Kadiköy'de gitmekten zevk aldığım mekanlardan birtanesi.,positive,FOOD#QUALITY
1294,1294:1,"English pub tarzında dekorasyona sahip, bira çeşitliliği fazla olan tarz bir mekan.",positive,DRINKS#STYLE_OPTIONS
1294,1294:2,"Yemek olarak schinitzel ve burger denedik, biranın yanında iyi gitti.",positive,AMBIENCE#GENERAL
1294,1294:3,Kış aylarında içeride oturmanızı öneririm dekorasyon ve ortam keyif veriyor...,positive,RESTAURANT#GENERAL
1294,1294:4,Maç günleri rez.,NULL,NULL
1294,1294:5,yaptırsanız iyi olur.,NULL,NULL
1295,1295:0,Dekorasyonu renkleri cok sicak ve sevimli.,positive,AMBIENCE#GENERAL
1295,1295:1,Ev yemeği yemek isteyenler için ideal bur mekan tek bir şartla ne yiyecegini bilmen lazım çünkü hersey cok lezzetli degil.,conflict,FOOD#QUALITY
1295,1295:2,"Servis yavas, çalışanların birbirleriyle diyaloglarıni da pek sevmedim.",negative,SERVICE#GENERAL
1295,1295:3,Mekan kalabalık olduğunda stres kontrolu diye bişey kalmiyor sanirim.,NULL,NULL
1296,1296:0,İstanbul şubesi çokta güzel değil çaldıkları müzikler hard rock'tan çok popüler olmuş.,negative,AMBIENCE#GENERAL
1296,1296:1,Aynı konsept servisi güzel ama diğerleriyle kıyaslandığında biraz vadat ve taksim için pahalı,negative,RESTAURANT#GENERAL
1297,1297:0,Arka bahçesi tüm yorgunluğunu alıyor insanın.,positive,AMBIENCE#GENERAL
1297,1297:1,Koşuyolunun en iyilerinden kirpi en çok diyet yapanların sevdiği bir mekan çünkü menüsü sağlıklı beslenmeye uygun.,positive,RESTAURANT#GENERAL
1297,NULL,NULL,positive,FOOD#STYLE_OPTIONS
1298,1298:0,Masa yerlesimleri pek guzel degil oturma duzeni olmamis.,negative,DRINKS#PRICES
1298,1298:1,Yer bulmak da zor oluyor.,positive,DRINKS#STYLE_OPTIONS
1298,1298:2,Cok cesitli caylar var ancak fiyatlari biraz yuksek.,negative,AMBIENCE#GENERAL
1298,1298:3,İngiliz cayi istedigimde sut getirmediler gerekce olarak da kotu oldugunh soylediler garson tersledi hatta,negative,SERVICE#GENERAL
1299,1299:0,Kurufasülye ne kadar değişik olabilir demeyin Bizce Kuru'da yediğim kurufasulyeden gelen hafif şekerli tat beni kendine hayran bıraktı resmen.,negative,RESTAURANT#PRICES
1299,1299:1,Tereyağlı pilavları ve tava yoğurdu da çok başarılı.,positive,FOOD#QUALITY
1299,1299:2,Üzerine bal ve fındık dökülmüş sütlaçları çok cezbedici gözükse de sütlaç tadını alamadım daha çok muhallebi gibiydi.,positive,FOOD#STYLE_OPTIONS
1299,1299:3,Ayrıca hergun çıkardıkları farklı zeytinyağlı yemekleri de çok başarılı.,NULL,NULL
1299,1299:4,Fiyatlar ortalamanın biraz ustunde malesef.,NULL,NULL
